scenario,timestep,iter,species,kp_nb
44,6,1,BLBR,1171
47,9,3,PLCI,829
52,3,6,BLBR,1111
44,10,5,BLBR,1065
47,8,9,URAM,820
43,3,7,URAM,978
43,10,2,BLBR,722
41,2,4,BLBR,1218
39,3,10,URAM,1069
42,10,1,RASY,679
37,0,5,URAM,973
46,9,8,BLBR,1053
48,3,8,URAM,1012
45,8,5,MAAM,1177
42,7,9,PLCI,838
44,10,5,MAAM,1182
50,6,2,PLCI,960
39,2,8,URAM,1078
45,3,10,MAAM,1292
50,4,9,BLBR,1104
38,9,5,RASY,950
41,8,2,RASY,762
48,10,6,URAM,800
40,8,8,RASY,966
49,11,9,RASY,696
50,5,9,BLBR,1063
50,4,7,PLCI,1022
52,9,3,MAAM,1147
47,3,4,URAM,988
44,2,1,URAM,1078
37,2,9,RASY,997
47,7,8,RASY,784
50,8,1,MAAM,1181
47,2,7,MAAM,1325
40,10,6,RASY,946
39,7,5,RASY,957
37,0,2,MAAM,1337
45,3,3,BLBR,1201
42,4,2,URAM,979
51,11,4,PLCI,739
37,2,6,MAAM,1318
39,10,3,BLBR,982
46,3,7,URAM,1064
47,6,7,MAAM,1200
47,4,1,BLBR,1071
51,2,6,MAAM,1325
50,6,2,RASY,872
49,6,2,BLBR,957
40,2,10,RASY,1077
44,9,2,MAAM,1205
49,5,7,PLCI,944
40,3,7,BLBR,1208
48,6,4,URAM,844
40,11,6,PLCI,924
43,11,2,RASY,657
44,4,7,BLBR,1185
50,11,6,PLCI,748
46,7,9,PLCI,1040
45,6,10,RASY,1015
38,5,8,PLCI,1095
45,5,6,URAM,1066
40,8,1,BLBR,1016
43,9,3,MAAM,1005
50,5,7,PLCI,1002
38,8,8,BLBR,1086
39,3,6,PLCI,1108
44,8,3,BLBR,1113
40,11,1,MAAM,1048
47,3,2,PLCI,1024
40,5,3,BLBR,1130
50,7,6,PLCI,932
39,3,5,RASY,1029
38,10,6,URAM,1156
45,5,7,BLBR,1187
41,2,4,PLCI,1134
42,6,10,MAAM,1161
41,9,7,BLBR,838
38,3,5,RASY,1073
44,6,3,RASY,1002
38,9,8,URAM,1113
40,9,7,BLBR,995
43,8,10,RASY,758
38,8,6,MAAM,1146
47,5,7,BLBR,1037
43,9,4,RASY,736
47,11,2,PLCI,743
49,4,6,PLCI,985
49,11,4,BLBR,751
48,6,3,URAM,882
40,9,3,BLBR,1008
40,4,4,BLBR,1160
45,3,1,RASY,1049
48,3,10,RASY,982
45,11,1,BLBR,1016
38,11,9,PLCI,942
39,4,4,PLCI,1098
39,11,6,PLCI,949
51,2,2,BLBR,1218
38,5,8,RASY,1032
47,8,6,MAAM,1174
45,7,2,MAAM,1240
38,7,5,RASY,984
48,5,3,PLCI,961
39,11,8,BLBR,982
49,11,5,BLBR,768
41,6,4,RASY,812
43,10,10,URAM,732
48,9,2,MAAM,1112
37,1,8,RASY,980
50,8,7,MAAM,1179
49,11,7,URAM,718
52,11,5,PLCI,775
50,2,3,BLBR,1218
39,7,8,PLCI,1027
45,11,5,BLBR,1026
46,2,9,URAM,1078
47,10,1,RASY,737
44,11,4,RASY,957
43,2,5,RASY,1077
44,9,5,URAM,1133
38,11,6,RASY,940
46,9,6,URAM,1091
50,8,10,URAM,898
51,11,7,RASY,721
40,5,10,URAM,1078
50,3,2,MAAM,1309
46,7,7,RASY,996
51,6,9,URAM,884
52,4,9,BLBR,1088
44,8,8,PLCI,1042
45,10,8,URAM,1098
45,3,10,RASY,1049
50,8,7,PLCI,884
49,3,8,URAM,995
39,11,1,URAM,1119
41,7,10,BLBR,934
49,5,5,URAM,898
38,7,2,MAAM,1182
49,2,1,BLBR,1218
43,3,9,MAAM,1287
43,7,7,BLBR,843
50,8,2,URAM,848
48,6,9,URAM,893
48,6,2,URAM,848
41,10,8,URAM,745
48,6,8,BLBR,999
51,5,5,RASY,940
47,4,9,MAAM,1259
39,5,1,MAAM,1234
45,11,1,RASY,959
44,2,7,MAAM,1325
37,0,7,PLCI,1096
50,6,4,RASY,908
50,11,9,BLBR,828
48,7,5,BLBR,875
38,2,6,URAM,1078
52,11,4,URAM,749
45,2,3,BLBR,1218
43,6,8,PLCI,880
45,2,7,RASY,1077
44,4,7,RASY,1015
42,7,6,PLCI,847
38,2,1,MAAM,1325
49,9,4,BLBR,814
40,5,1,URAM,1089
38,3,7,BLBR,1224
52,6,10,BLBR,1005
39,11,3,URAM,1145
48,5,8,MAAM,1224
51,11,4,MAAM,1103
46,10,9,BLBR,1019
44,11,5,MAAM,1174
47,11,1,BLBR,811
48,10,10,BLBR,804
42,7,1,RASY,762
46,4,9,URAM,1064
43,2,6,BLBR,1218
45,10,6,RASY,964
42,6,9,RASY,820
43,10,3,MAAM,957
43,11,6,BLBR,708
45,6,1,RASY,1015
38,7,2,PLCI,1063
46,9,5,BLBR,1032
40,2,2,RASY,1077
45,5,6,BLBR,1152
51,6,9,BLBR,951
48,4,8,PLCI,1012
52,10,8,MAAM,1127
46,7,5,URAM,1120
42,7,2,URAM,853
52,10,8,PLCI,774
41,11,6,PLCI,723
37,0,10,URAM,973
39,5,1,BLBR,1129
47,11,6,PLCI,782
37,2,5,BLBR,1163
51,6,1,PLCI,899
51,3,3,URAM,1003
51,3,1,PLCI,1040
38,9,5,BLBR,1026
44,2,6,MAAM,1325
50,2,1,PLCI,1134
43,11,8,RASY,657
44,5,6,URAM,1077
40,3,6,RASY,1066
52,9,4,RASY,784
50,2,2,RASY,1077
49,4,10,PLCI,977
48,3,6,RASY,1013
51,5,4,PLCI,984
49,8,1,RASY,808
39,3,9,RASY,1066
49,7,1,BLBR,940
48,3,3,MAAM,1282
41,6,10,RASY,822
42,3,6,BLBR,1150
45,11,7,PLCI,987
42,6,10,RASY,822
38,10,9,PLCI,956
44,10,2,RASY,969
46,8,1,BLBR,1066
38,10,6,PLCI,975
43,4,2,PLCI,985
44,10,1,URAM,1108
40,10,4,RASY,949
49,2,8,URAM,1078
49,9,8,MAAM,1084
41,9,3,MAAM,1074
42,10,7,MAAM,996
41,8,4,URAM,803
39,10,2,PLCI,926
41,4,4,RASY,929
44,8,2,RASY,1005
40,7,1,RASY,985
46,3,5,PLCI,1102
50,6,6,PLCI,966
41,11,9,MAAM,1043
45,5,2,PLCI,1078
51,8,3,MAAM,1143
44,10,2,MAAM,1188
51,4,1,MAAM,1255
40,2,6,BLBR,1218
45,7,9,PLCI,1053
42,4,4,RASY,880
43,2,8,RASY,1077
40,6,5,MAAM,1200
47,2,9,PLCI,1134
42,9,10,BLBR,771
49,5,4,RASY,892
39,3,1,MAAM,1283
52,3,10,MAAM,1308
46,4,1,BLBR,1171
38,2,1,RASY,1077
52,10,9,URAM,812
42,7,2,RASY,793
50,7,7,BLBR,978
46,10,9,RASY,972
39,4,6,BLBR,1169
45,2,10,MAAM,1325
44,8,10,URAM,1130
48,2,3,BLBR,1218
38,6,3,PLCI,1060
38,3,8,URAM,1079
41,11,3,BLBR,734
46,2,4,BLBR,1218
52,9,7,RASY,810
47,3,10,BLBR,1163
39,2,10,MAAM,1325
38,2,1,PLCI,1134
41,10,5,URAM,746
49,5,10,MAAM,1212
39,4,6,RASY,1034
39,8,10,MAAM,1120
50,9,2,URAM,810
48,11,7,BLBR,749
44,8,10,PLCI,1047
46,11,4,RASY,976
40,10,4,URAM,1164
45,4,8,URAM,1074
46,11,10,URAM,1116
46,2,9,MAAM,1325
38,6,10,PLCI,1033
39,11,10,URAM,1147
40,5,3,PLCI,1061
37,0,4,MAAM,1337
49,9,8,RASY,778
43,4,2,URAM,960
52,2,1,RASY,1077
46,6,4,RASY,1023
51,8,3,URAM,874
44,5,4,BLBR,1230
45,9,10,BLBR,1053
51,6,6,MAAM,1229
46,3,3,RASY,1023
40,9,2,MAAM,1154
49,10,5,URAM,785
50,2,10,MAAM,1325
45,10,1,PLCI,983
50,8,2,BLBR,953
40,6,2,MAAM,1224
40,5,9,BLBR,1125
46,11,8,BLBR,1017
44,5,7,URAM,1085
50,4,7,BLBR,1082
45,10,5,PLCI,994
51,10,6,URAM,819
48,3,10,MAAM,1293
42,2,7,URAM,1078
43,8,8,BLBR,800
47,3,7,RASY,1007
42,4,6,PLCI,960
43,8,8,MAAM,1057
51,3,4,PLCI,1084
42,2,3,MAAM,1325
46,11,5,PLCI,964
49,3,4,BLBR,1156
49,4,7,RASY,928
41,11,4,RASY,673
41,4,4,PLCI,965
46,9,3,BLBR,1051
47,4,2,PLCI,1003
38,11,2,PLCI,969
46,9,3,URAM,1114
44,2,6,RASY,1077
39,8,5,PLCI,979
51,5,5,MAAM,1247
43,2,8,MAAM,1325
41,3,9,URAM,997
40,9,10,MAAM,1075
41,5,3,MAAM,1207
42,8,6,PLCI,827
51,9,1,MAAM,1113
43,5,5,MAAM,1193
47,3,9,BLBR,1153
47,8,4,BLBR,939
43,2,7,RASY,1077
49,7,2,URAM,869
51,8,2,BLBR,899
46,5,6,RASY,1039
52,6,5,MAAM,1213
48,8,3,BLBR,882
50,4,1,RASY,972
50,3,9,BLBR,1125
45,3,1,URAM,1058
43,6,4,RASY,845
43,6,9,MAAM,1120
52,5,2,BLBR,1037
38,10,4,RASY,926
49,3,4,PLCI,1060
50,9,9,MAAM,1177
37,0,8,PLCI,1096
38,4,6,RASY,1023
47,8,10,RASY,769
38,10,8,BLBR,1012
50,5,7,RASY,928
41,3,8,URAM,1011
38,4,3,BLBR,1200
37,2,6,URAM,1028
46,10,6,PLCI,1017
45,2,10,RASY,1077
47,9,7,PLCI,801
44,8,10,RASY,1020
38,4,6,BLBR,1184
50,10,7,URAM,785
39,5,3,BLBR,1151
46,6,10,PLCI,1051
46,2,5,RASY,1077
40,10,7,RASY,930
46,4,5,RASY,1047
52,9,7,MAAM,1126
46,10,2,PLCI,1018
43,3,10,RASY,964
40,11,7,MAAM,1063
44,3,9,RASY,1043
44,5,10,MAAM,1316
51,5,8,MAAM,1244
44,10,3,PLCI,1042
45,9,8,PLCI,1039
43,9,2,BLBR,780
42,11,1,URAM,710
45,11,6,RASY,960
50,4,9,PLCI,1047
46,8,8,PLCI,1032
43,9,3,RASY,696
37,1,6,MAAM,1370
48,8,1,URAM,816
49,2,4,RASY,1077
51,7,3,MAAM,1193
45,10,8,MAAM,1177
46,7,5,PLCI,1043
39,10,9,URAM,1122
43,10,9,URAM,753
50,10,1,PLCI,800
50,2,3,RASY,1077
37,1,7,URAM,1027
51,3,1,MAAM,1288
52,8,6,URAM,897
44,4,8,RASY,1040
46,3,2,PLCI,1108
41,4,9,PLCI,969
39,11,3,MAAM,1090
49,2,5,MAAM,1325
48,5,10,PLCI,923
48,11,9,URAM,734
44,3,3,BLBR,1222
40,6,8,PLCI,1014
37,0,10,MAAM,1337
51,4,6,PLCI,1014
45,4,8,RASY,1060
45,6,6,MAAM,1270
51,11,4,BLBR,766
41,10,6,BLBR,862
52,7,3,PLCI,893
46,7,1,PLCI,1033
48,9,7,RASY,750
43,4,7,RASY,896
47,2,5,MAAM,1325
45,9,7,MAAM,1174
46,7,2,PLCI,1035
48,2,6,BLBR,1218
46,2,7,PLCI,1134
39,6,5,RASY,1001
40,10,9,PLCI,965
51,6,7,BLBR,967
45,3,2,MAAM,1291
41,9,3,RASY,747
43,2,3,RASY,1077
45,4,8,BLBR,1199
48,7,6,URAM,841
40,7,1,URAM,1111
48,5,4,RASY,917
38,3,9,BLBR,1200
37,1,4,URAM,1001
38,4,4,URAM,1092
41,4,1,PLCI,985
38,8,5,BLBR,1045
40,7,10,MAAM,1120
38,11,1,BLBR,1016
49,4,5,MAAM,1258
48,4,3,PLCI,1006
46,10,6,MAAM,1164
40,10,8,BLBR,961
52,10,8,RASY,735
48,5,9,PLCI,929
50,10,3,RASY,738
48,5,1,URAM,898
40,4,4,MAAM,1270
41,10,10,BLBR,787
51,8,2,URAM,866
38,2,10,RASY,1077
38,4,8,PLCI,1104
44,5,1,URAM,1073
42,7,1,BLBR,865
46,5,8,BLBR,1159
49,11,5,MAAM,1027
38,10,6,MAAM,1137
42,10,3,PLCI,728
39,9,2,PLCI,960
47,11,3,MAAM,1138
51,9,8,URAM,850
42,5,2,RASY,892
40,5,7,URAM,1066
50,8,9,PLCI,880
50,7,3,URAM,898
41,7,10,RASY,778
40,6,6,BLBR,1083
51,4,2,URAM,955
44,9,7,MAAM,1182
45,6,1,PLCI,1067
40,5,1,PLCI,1053
40,10,5,RASY,926
47,2,4,BLBR,1218
43,11,4,PLCI,683
50,8,3,BLBR,950
52,10,6,URAM,800
45,3,2,PLCI,1107
39,4,4,MAAM,1235
39,7,5,MAAM,1190
45,9,1,PLCI,1000
40,11,6,BLBR,954
48,6,6,PLCI,903
47,7,9,BLBR,951
50,7,9,BLBR,971
42,11,9,MAAM,930
48,9,1,PLCI,813
50,8,2,RASY,830
38,9,7,RASY,948
47,6,9,MAAM,1226
50,2,4,MAAM,1325
45,7,1,URAM,1120
44,7,9,RASY,996
51,4,3,RASY,958
44,11,2,PLCI,976
46,10,5,BLBR,996
51,8,6,MAAM,1140
45,9,1,MAAM,1200
49,3,10,BLBR,1113
41,11,9,URAM,709
40,8,4,RASY,963
50,11,8,PLCI,773
38,2,9,URAM,1078
42,9,7,URAM,767
48,10,1,URAM,812
43,4,1,BLBR,1079
45,11,8,BLBR,1031
46,6,10,RASY,1006
40,6,6,RASY,1009
50,10,9,PLCI,813
38,8,5,PLCI,996
47,2,1,PLCI,1134
50,8,8,PLCI,917
47,4,3,MAAM,1267
44,7,2,MAAM,1226
51,9,3,BLBR,860
44,7,9,PLCI,1070
49,2,4,PLCI,1134
45,11,9,RASY,952
52,2,8,PLCI,1134
42,7,4,BLBR,852
47,5,4,URAM,952
46,7,2,MAAM,1221
48,5,7,BLBR,1033
52,10,5,PLCI,815
37,0,5,MAAM,1337
47,6,6,PLCI,932
45,7,10,URAM,1120
45,11,10,URAM,1111
46,7,5,RASY,1013
49,2,7,PLCI,1134
39,6,1,PLCI,1059
50,4,7,MAAM,1278
47,10,10,BLBR,841
46,3,2,MAAM,1302
49,3,9,MAAM,1286
46,3,6,BLBR,1196
42,5,8,PLCI,906
39,4,9,URAM,1082
43,9,1,PLCI,742
47,7,6,RASY,822
51,8,9,BLBR,907
39,6,2,RASY,1010
40,11,9,BLBR,984
40,6,9,URAM,1101
46,3,10,RASY,1037
47,2,3,BLBR,1218
50,5,8,MAAM,1271
43,8,5,MAAM,1034
43,11,6,MAAM,984
49,2,3,URAM,1078
42,4,1,RASY,918
51,5,9,PLCI,992
42,2,6,PLCI,1134
51,5,7,RASY,914
44,8,9,RASY,1001
43,10,1,RASY,670
37,2,9,URAM,1029
50,10,2,RASY,727
45,2,9,PLCI,1134
40,3,10,BLBR,1197
41,5,6,URAM,907
51,5,6,MAAM,1285
46,4,10,URAM,1079
49,9,7,URAM,793
44,8,7,MAAM,1238
41,4,5,BLBR,1104
45,2,1,URAM,1078
49,10,10,RASY,761
42,8,1,BLBR,818
43,9,5,PLCI,747
43,11,7,MAAM,933
52,9,3,BLBR,840
51,7,10,PLCI,906
38,7,9,URAM,1127
39,11,4,PLCI,949
50,8,2,PLCI,866
46,3,1,URAM,1055
50,4,4,PLCI,1014
50,3,4,RASY,977
44,10,2,URAM,1116
43,8,2,URAM,791
50,5,5,URAM,899
48,4,6,PLCI,984
37,1,9,BLBR,1180
39,5,2,BLBR,1153
40,9,3,PLCI,970
52,9,10,URAM,846
45,7,4,URAM,1133
40,9,10,URAM,1102
48,8,10,MAAM,1144
47,8,2,MAAM,1172
50,11,5,PLCI,763
39,7,5,PLCI,1001
46,7,1,URAM,1096
48,6,9,BLBR,928
44,6,10,BLBR,1162
48,3,8,BLBR,1170
50,6,6,MAAM,1259
49,7,5,PLCI,860
47,9,2,MAAM,1155
45,8,7,MAAM,1216
38,6,9,RASY,975
49,8,3,RASY,757
49,7,9,MAAM,1170
51,11,4,URAM,728
50,4,10,RASY,980
37,2,10,URAM,1009
50,11,6,MAAM,1141
51,7,3,RASY,870
39,10,6,URAM,1195
52,5,7,MAAM,1211
49,4,10,URAM,924
47,6,8,RASY,829
41,6,4,URAM,868
44,5,4,PLCI,1110
49,2,4,BLBR,1218
43,3,1,RASY,980
42,5,10,MAAM,1169
37,1,8,URAM,1020
42,9,2,BLBR,794
52,8,1,MAAM,1147
51,10,2,RASY,728
40,7,9,BLBR,1060
44,7,2,RASY,1017
47,6,7,RASY,846
45,10,1,URAM,1123
48,9,6,URAM,847
45,5,6,PLCI,1060
42,3,4,BLBR,1154
45,2,2,MAAM,1325
40,6,10,URAM,1086
52,11,4,RASY,722
51,8,1,MAAM,1134
39,7,3,PLCI,1018
41,4,10,BLBR,1107
52,4,4,RASY,956
38,10,10,URAM,1094
52,8,3,BLBR,915
44,6,7,RASY,997
46,11,5,BLBR,988
38,9,10,RASY,939
48,8,4,MAAM,1106
38,3,5,BLBR,1230
47,6,9,PLCI,888
40,8,9,RASY,963
51,8,10,RASY,839
39,2,3,URAM,1078
51,3,6,PLCI,1056
48,4,1,PLCI,972
41,4,3,MAAM,1229
38,9,4,MAAM,1156
52,11,2,BLBR,756
49,3,10,RASY,986
38,2,8,BLBR,1218
47,5,6,BLBR,1076
40,5,8,BLBR,1145
49,9,5,RASY,741
45,11,9,URAM,1093
37,0,8,URAM,973
48,10,2,MAAM,1073
50,5,3,RASY,932
41,6,2,PLCI,892
43,11,3,BLBR,715
50,5,3,URAM,948
38,10,10,RASY,909
47,10,1,BLBR,845
39,8,4,URAM,1107
43,4,5,MAAM,1220
45,8,6,PLCI,989
47,3,9,RASY,986
41,3,1,BLBR,1166
48,5,3,RASY,927
47,2,10,BLBR,1218
41,2,7,BLBR,1218
46,5,5,URAM,1092
45,11,6,BLBR,999
49,4,6,URAM,942
40,3,2,RASY,1049
37,0,7,MAAM,1337
46,8,9,URAM,1130
47,10,10,RASY,730
48,7,4,URAM,828
46,10,2,RASY,953
52,5,7,BLBR,1021
49,10,6,BLBR,776
40,2,5,MAAM,1325
40,4,1,URAM,1094
46,8,9,MAAM,1198
42,4,3,MAAM,1248
44,3,2,BLBR,1221
41,3,8,PLCI,1046
44,7,6,PLCI,1081
47,7,10,MAAM,1198
45,5,9,URAM,1075
52,4,2,BLBR,1097
50,9,3,BLBR,876
47,11,3,RASY,708
41,3,4,MAAM,1294
42,8,3,PLCI,805
39,10,9,BLBR,1015
42,4,1,URAM,949
49,5,6,PLCI,921
52,10,10,MAAM,1121
43,2,3,BLBR,1218
40,8,1,MAAM,1155
44,2,4,BLBR,1218
47,6,8,PLCI,864
41,4,9,URAM,944
44,2,4,PLCI,1134
41,6,1,RASY,857
50,11,10,URAM,729
50,10,8,PLCI,803
40,4,7,URAM,1045
48,8,7,PLCI,813
49,2,8,MAAM,1325
44,6,6,URAM,1107
42,11,5,URAM,765
43,10,1,PLCI,705
47,4,8,MAAM,1289
41,7,2,URAM,817
52,6,6,PLCI,917
44,3,3,MAAM,1303
43,3,10,MAAM,1295
46,9,5,URAM,1108
46,6,4,URAM,1093
50,2,10,BLBR,1218
42,10,8,BLBR,708
43,7,6,BLBR,855
51,10,10,URAM,758
42,4,7,MAAM,1235
48,10,4,BLBR,793
51,4,2,RASY,966
44,7,8,MAAM,1271
38,6,8,URAM,1102
51,7,1,BLBR,933
41,8,6,URAM,838
49,5,8,URAM,879
50,3,6,MAAM,1315
49,10,10,URAM,790
38,4,10,URAM,1081
42,7,1,URAM,831
39,8,4,RASY,957
52,6,10,RASY,901
46,9,10,URAM,1138
51,7,2,RASY,850
48,3,7,MAAM,1280
42,4,10,BLBR,1072
45,2,7,BLBR,1218
46,9,6,RASY,995
49,5,8,PLCI,927
50,11,4,RASY,689
39,2,3,BLBR,1218
43,6,5,URAM,813
40,3,7,URAM,1059
49,5,3,RASY,884
52,7,9,URAM,907
52,3,3,MAAM,1296
43,9,6,RASY,684
50,8,6,URAM,867
42,2,7,MAAM,1325
42,3,7,PLCI,1048
37,1,9,MAAM,1344
49,9,10,BLBR,830
40,6,5,BLBR,1084
50,4,10,URAM,911
39,5,9,PLCI,1063
49,8,2,PLCI,875
47,11,10,MAAM,1096
38,11,6,MAAM,1119
40,9,8,PLCI,973
38,7,8,MAAM,1186
50,9,7,BLBR,908
47,5,6,PLCI,967
38,5,1,RASY,1009
50,3,3,RASY,988
43,7,6,PLCI,793
49,3,10,URAM,957
46,5,8,RASY,1038
37,2,8,RASY,972
50,5,3,MAAM,1249
40,8,10,RASY,939
52,2,2,MAAM,1325
50,10,2,URAM,779
45,7,1,PLCI,1039
47,10,9,URAM,747
52,4,9,PLCI,1037
50,8,2,MAAM,1191
45,7,4,MAAM,1230
43,10,4,URAM,735
46,8,4,URAM,1121
52,5,3,RASY,906
38,6,4,MAAM,1217
43,2,7,URAM,1078
39,5,8,MAAM,1219
42,8,8,PLCI,784
49,5,9,BLBR,1061
46,11,3,PLCI,978
47,7,10,RASY,839
37,2,4,URAM,997
38,2,7,PLCI,1134
45,7,4,RASY,1013
42,9,4,MAAM,1032
51,3,4,MAAM,1275
41,9,6,PLCI,781
44,11,10,URAM,1096
41,5,3,URAM,917
49,5,2,PLCI,910
52,7,7,BLBR,949
37,2,3,BLBR,1163
37,2,5,PLCI,1096
41,7,1,MAAM,1154
45,8,10,RASY,1004
39,2,3,RASY,1077
42,8,8,BLBR,808
38,5,1,URAM,1071
49,6,6,MAAM,1201
43,7,7,RASY,772
44,9,7,PLCI,1033
42,4,1,BLBR,1055
37,1,5,URAM,1004
47,6,8,MAAM,1247
51,6,4,PLCI,960
40,4,1,BLBR,1170
39,7,10,MAAM,1169
44,8,5,BLBR,1117
47,11,3,BLBR,817
45,9,6,RASY,995
47,3,10,URAM,1000
43,6,4,PLCI,876
38,3,8,BLBR,1214
38,4,3,PLCI,1070
52,5,2,RASY,970
51,4,7,MAAM,1244
43,8,9,BLBR,803
50,7,3,MAAM,1178
40,8,6,URAM,1126
40,10,5,URAM,1144
43,9,7,RASY,710
44,5,9,RASY,1028
47,9,8,PLCI,823
40,5,4,PLCI,1076
43,8,6,BLBR,817
44,9,3,URAM,1126
45,3,3,MAAM,1289
38,8,1,MAAM,1189
47,3,1,MAAM,1286
47,10,4,URAM,820
43,10,8,PLCI,742
38,8,2,BLBR,1079
44,9,6,RASY,968
43,9,4,MAAM,1001
39,4,7,MAAM,1292
52,4,4,MAAM,1253
42,2,4,PLCI,1134
38,11,3,URAM,1161
50,10,3,PLCI,794
46,4,2,RASY,1004
47,6,3,PLCI,875
43,9,8,MAAM,1022
47,7,7,BLBR,941
47,11,8,BLBR,816
50,9,5,MAAM,1185
50,6,7,PLCI,977
42,4,8,URAM,926
38,6,9,PLCI,1076
42,7,8,PLCI,811
44,9,1,URAM,1108
40,4,3,RASY,1032
43,3,4,BLBR,1154
52,2,9,PLCI,1134
49,11,1,BLBR,770
52,5,6,MAAM,1236
43,10,7,RASY,664
42,10,8,PLCI,683
41,11,10,RASY,630
42,10,7,RASY,683
42,8,4,URAM,766
42,7,4,RASY,786
42,8,1,URAM,780
38,11,5,MAAM,1139
51,4,2,BLBR,1096
40,5,7,PLCI,1080
42,8,1,MAAM,1068
40,11,5,BLBR,937
46,5,3,URAM,1069
42,6,7,MAAM,1139
45,8,5,BLBR,1073
51,5,9,RASY,932
39,11,3,PLCI,951
50,6,5,MAAM,1226
42,2,10,RASY,1077
41,6,7,PLCI,888
41,7,2,RASY,799
49,5,7,URAM,879
51,5,6,URAM,957
51,2,9,MAAM,1325
39,10,4,MAAM,1089
48,5,6,URAM,902
41,8,8,RASY,727
47,10,6,MAAM,1140
51,10,9,RASY,727
40,5,3,RASY,1007
48,9,2,RASY,773
40,7,1,MAAM,1171
46,9,7,BLBR,1040
38,2,4,RASY,1077
41,8,1,BLBR,891
38,6,8,PLCI,1096
50,3,4,BLBR,1123
49,2,9,RASY,1077
42,9,5,BLBR,782
44,5,5,MAAM,1291
51,6,3,URAM,910
44,5,3,BLBR,1205
51,2,7,RASY,1077
48,10,1,PLCI,779
41,2,6,MAAM,1325
47,8,7,PLCI,819
50,5,6,MAAM,1258
52,4,6,URAM,931
50,6,1,MAAM,1222
43,4,7,BLBR,1043
44,2,4,MAAM,1325
51,4,5,BLBR,1092
48,7,7,RASY,817
46,11,6,BLBR,1008
38,8,6,PLCI,1014
37,0,1,RASY,975
37,2,3,RASY,988
50,3,8,URAM,979
51,9,6,MAAM,1130
40,5,10,MAAM,1226
43,8,7,MAAM,1043
49,9,6,URAM,791
41,2,3,RASY,1077
38,5,8,URAM,1092
42,2,8,PLCI,1134
48,2,1,MAAM,1325
48,8,1,PLCI,813
50,5,9,URAM,930
39,7,5,BLBR,1021
52,2,3,RASY,1077
42,2,10,PLCI,1134
42,10,8,RASY,679
39,5,10,PLCI,1050
52,6,8,URAM,884
38,3,1,URAM,1099
43,3,1,PLCI,1051
38,7,2,BLBR,1093
50,11,7,PLCI,768
39,5,8,URAM,1106
42,8,10,MAAM,1041
44,3,4,BLBR,1205
47,4,5,MAAM,1266
52,5,8,RASY,924
48,5,6,RASY,898
40,11,2,MAAM,1087
45,4,10,RASY,1025
51,10,5,MAAM,1121
41,6,5,BLBR,983
38,3,6,BLBR,1221
40,6,3,URAM,1102
50,7,2,BLBR,973
45,6,8,RASY,1046
46,11,8,MAAM,1150
48,10,6,PLCI,782
49,6,8,BLBR,949
43,8,4,BLBR,811
47,9,5,PLCI,788
47,9,8,MAAM,1173
40,5,5,PLCI,1065
43,11,5,URAM,738
44,7,10,PLCI,1076
50,2,5,URAM,1078
52,9,10,MAAM,1152
41,7,6,RASY,788
46,8,5,URAM,1123
43,6,2,PLCI,876
48,8,4,BLBR,863
40,11,8,MAAM,1031
50,3,9,PLCI,1062
52,4,10,RASY,959
47,11,6,BLBR,860
39,8,2,URAM,1135
49,6,1,RASY,872
41,8,10,PLCI,785
47,10,10,MAAM,1155
51,6,5,URAM,909
37,0,8,BLBR,1158
44,10,10,BLBR,1080
47,10,3,PLCI,774
45,11,8,URAM,1101
43,9,8,BLBR,783
41,5,5,PLCI,963
44,3,7,MAAM,1306
45,5,1,MAAM,1261
49,6,3,MAAM,1221
43,9,9,MAAM,1001
39,7,7,RASY,991
37,1,5,RASY,1012
42,6,4,BLBR,894
48,9,5,PLCI,758
40,6,5,URAM,1092
44,3,6,URAM,1050
48,2,10,URAM,1078
52,11,3,RASY,717
45,2,4,BLBR,1218
49,3,4,MAAM,1286
48,6,9,MAAM,1176
44,10,6,PLCI,1010
46,4,9,BLBR,1202
40,5,8,MAAM,1211
42,6,5,MAAM,1165
40,3,3,BLBR,1188
43,9,7,URAM,771
45,5,5,URAM,1071
50,3,10,RASY,985
48,10,6,RASY,746
38,5,8,BLBR,1166
38,6,5,URAM,1100
39,2,7,MAAM,1325
52,4,9,URAM,942
38,4,8,URAM,1064
50,6,2,BLBR,1008
52,2,10,PLCI,1134
39,4,10,BLBR,1157
40,2,4,PLCI,1134
43,4,6,MAAM,1233
52,5,10,BLBR,1033
38,3,9,RASY,1027
42,2,4,RASY,1077
42,2,4,BLBR,1218
50,5,3,PLCI,998
42,5,10,PLCI,913
52,9,9,RASY,785
41,10,2,MAAM,1095
50,11,1,URAM,734
38,8,9,BLBR,1070
52,9,9,BLBR,863
44,3,10,PLCI,1104
52,7,6,RASY,869
39,2,8,MAAM,1325
47,7,6,MAAM,1175
38,7,10,RASY,944
46,2,7,MAAM,1325
39,4,10,PLCI,1068
51,2,2,RASY,1077
49,7,5,RASY,828
48,7,7,BLBR,895
47,8,3,MAAM,1187
42,9,2,MAAM,1027
41,10,10,RASY,675
46,2,9,BLBR,1218
51,6,2,MAAM,1206
39,8,8,RASY,968
49,10,8,RASY,750
45,6,8,PLCI,1065
50,8,5,RASY,830
44,2,10,URAM,1078
45,11,7,BLBR,1011
40,10,6,PLCI,966
